677744.34
27322.14
22711.67
50.47
1925082.45
215392.95
12022.78
330349.37
119047.63
713157.36
1514061.17
251430.70
3373950.03
631197.55
1655373.90
17130413.57
674139.83
2412352.49
820685.67
34187.82
1194680.38
843393.19
29781158.65
227784.67
145993.15
16088631.94
7771223.06
179119.62
536075.48
3384544.34
1624453.03
3144472.92
10527735.23
3125618.50
0.00
