75992.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600859.08,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,2591.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,865.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.87,0.00,116.77,40.37,0.00,0.00,0.00,0.00,0.00
221.71,0.00,1638.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,406.66,167.64,13477.46,111.64,0.00,0.00,2996.90,476.45,2672.79,0.00,0.00,0.00,229.12,0.00,0.00
2.33,2.70,0.00,5.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,0.00,5.32,0.00,0.00,1.22,0.00,0.00,2.10,2.90,5.33,0.00,0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.00,0.00,235002.34,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,8043.24,0.00,0.00,381.24,0.00,0.00,2199.55,0.00,0.00,3607.03,49.15,4578.23,478.83,0.00,0.12,2529.06,13.35,0.00
0.00,0.00,0.00,0.00,0.00,29917.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185474.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1716.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1935.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,60246.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263958.14,0.00,0.00,0.00,0.00,0.00,734.13,0.00,0.00,0.00,0.00,0.00,5411.03,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14383.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.59,0.00,0.87,279.58,0.00,0.00,749.22,0.00,0.00,644.26,0.31,106.02,81.85,0.00,0.00,0.00,0.00,0.00
69.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73887.50,171.83,0.13,0.00,0.54,0.00,0.00,0.00,630.28,0.00,0.00,0.00,0.00,0.00,165.71,0.00,0.00,12413.37,0.00,11261.22,599.49,0.00,0.00,0.00,0.00,0.00
27.63,0.27,7.49,0.01,0.00,92.16,0.00,0.00,0.00,0.00,184840.64,426.89,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,223086.09,0.00,0.00,0.00,32289.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23623.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25633.30,0.00,8294.11,0.00,0.00,0.00,0.00,302.49,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80672.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4642.97,0.00,0.00,0.00,0.00,49763.42,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154161.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.83,0.00,0.00,0.00,14.39,11738.15,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300527.19,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104624.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,584721.99,0.00,0.00,0.00,0.00,0.00,0.00,6327393.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
